slug,provider,actionButtons,openSource,supportedPlatforms,custodial,mfa,msig,hardware,keyExport,native,evm,tendermint,tokensSupport,staking,price,support,audit,languages,starred
1inch,1inch,"[""[Website](https://1inch.com/wallet)""]",FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",FALSE,$0,,,"[""EN"",""RU"",""JA"",""KO"",""VI"",""PT"",""AR"",""ZH"",""FR"",""ES"",""KO"",""ID"",""UK"",""HI""]",FALSE
alphawallet,Alphawallet,"[""[Website](https://alphawallet.com/)""]",TRUE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""ERC-875""]",TRUE,$0,"[""email"",""x"",""discord""]","[""audit by public""]","[""EN"",""RU"",""ZH""]",FALSE
ascoin-wallet,AScoin Wallet,"[""[Website](https://www.ascoin.pro/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",TRUE,Paid,"[""email"",""x"",""discord"",""telegram""]","[""audit by third parties""]","[""EN"",""RU"",""JA"",""KO"",""VI"",""PT"",""AR"",""ZH"",""FR"",""ES"",""KO"",""ID"",""UK"",""TI""]",FALSE
atomic-wallet,Atomic Wallet,"[""[Website](https://atomicwallet.io)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"[""ERC-20"", ""BEP-2"", ""TRC-20""]",TRUE,$0,"[""email"",""x"",""telegram""]","[""audit by third parties""]","[""EN""]",FALSE
backpack,Backpack,"[""[Website](https://backpack.app/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""SPL""]",FALSE,$0,"[""email"",""x"",""discord"",""telegram""]","[""[Hacken](https://hacken.io/audits/backpack/)""]","[""EN""]",FALSE
base-wallet,Base,"[""[Website](https://www.coinbase.com/wallet)""]",TRUE,"[""Web"",""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",FALSE,$0,"[""email"",""helpdesk""]",,"[""EN""]",FALSE
bifrost,Bifrost,"[""[Website](https://bifrostwallet.com/)""]",FALSE,"[""iOS"",""Android"",""Web""]",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",FALSE,$0,"[""email"",""discord""]",,"[""EN""]",FALSE
binance-wallet,Binance Wallet,"[""[Website](https://www.binance.com/en/binancewallet)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20"", ""ERC-404"", ""ERC-1155""]",TRUE,$0 ,"[""24/7 live chat""]","[""audit by third parties""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""NL"",""IT"",""PL"",""PT"",""JA"",""IT"",""ID"",""HI"",""NL"",""CS"",""CA"",""BG"",""AR"",""VI"",""TR"",""RU"",""FA"",""KO"",""SV"",""HA"", ""YO"",""UR"",""HR"",""MY"",""SI"",""LO"",""DA"",""HU"",""RO"",""FIL""]",FALSE
bitcoin-com-wallet,Bitcoin.com Wallet,"[""[Website](https://wallet.bitcoin.com/)""]",FALSE,"[""iOS"",""Android""]",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""BEP-20""]",TRUE,$0 ,"[""email"",""app chat""]","[""audit by third parties""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""NL"",""IT"",""PL"",""PT"",""JA"",""IT"",""ID"",""HI"",""NL"",""CS"",""CA"",""BG"",""AR"",""VI"",""TR"",""RU"",""FA"",""KO"",""SV""]",FALSE
bridgewallet,BridgeWallet,"[""[Website](https://www.mtpelerin.com/bridge-wallet)""]",FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20""]",FALSE,$0,"[""email"",""telegram"",""discord""]",,"[""EN"",""FR"",""ES"",""IT"",""DE"",""PT"",""ZH"",""JA""]",FALSE
bybit-wallet,Bybit Wallet,"[""[Website](https://www.bybit.com/en/help-center/topic-list/web-3)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",TRUE,$0 ,"[""email"",""24/7 live chat"",""x"",""discord"",""telegram""]","[""audit by third parties""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""NL"",""IT"",""PL"",""PT"",""JA"",""IT"",""ID"",""HI"",""NL"",""CS"",""CA"",""BG"",""AR"",""VI"",""TR"",""RU"",""FA"",""KO"",""SV"",""HA"", ""YO"",""UR"",""HR"",""MY""]",FALSE
c98wallet,C98wallet,"[""[Website](https://coin98.com/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"", ""BEP-20"", ""SPL"", ""PRC-20"", ""VRC-25""]",TRUE,$0,"[""x"",""discord""]","[""audit with code""]","[""EN"",""FR"",""JA"",""PT"",""KO"",""ZH"",""ES"",""TR"",""ID"",""RU"",""TH"",""VI""]",FALSE
cake-wallet,Cake Wallet,"[""[Website](https://cakewallet.com/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",FALSE,$0 ,"[""email"",""telegram""]","[""audit by third parties""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""NL"",""IT"",""PL"",""PT"",""JA"",""IT"",""ID"",""HI"",""NL"",""CS"",""CA"",""BG"",""AR"",""VI"",""TR"",""RU"",""FA"",""KO"",""SV"",""HA"", ""YO"",""UR"",""HR"",""MY""]",FALSE
clave-wallet,Clave Wallet,"[""[Website](https://www.getclave.com/)""]",TRUE,"[""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"", ""BEP-20""]",TRUE,$0,"[""email""]","[""audit by third parties""]","[""EN""]",FALSE
clear-evm-wallet,Clear EVM Wallet,"[""[DOC](https://clear-wallet.flashsoft.eu/)""]",TRUE,"[""Browser Extension""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""ERC-1155""]",FALSE,$0,"[""discord"",""x""]","[""not availale""]","[""EN""]",FALSE
coin-wallet,Coin Wallet,"[""[Website](https://coin.space/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""BEP-20"",""ARC-20"", ""TRC-20""]",TRUE,$0,"[""email""]","[""regular internal security audit""]","[""EN"",""PL"",""FR"",""DE"",""IT"",""DA"",""NL"",""RU"",""TL"",""ZH"",""AR"",""HI"",""UR"",""KO"",""ES"",""CS"", ""FI"", ""EL"",""TR"",""PT"",""PT-BR"",""RO"",""JA"",""SR"",""HU"",""SV"",""NO"",""FA"",""UK"",""TH"",""AF"",""MS"",""ID"",""LV""]",FALSE
coinomi-wallet,Coinomi Wallet,"[""[Website](https://www.coinomi.com/en/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",TRUE,$0 ,"[""email"",""discord"",""telegram""]","[""audit by third parties""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""NL"",""IT"",""PL"",""PT"",""JA"",""IT"",""ID"",""HI"",""NL"",""CS"",""CA"",""BG"",""AR"",""VI"",""TR"",""RU"",""FA"",""KO"",""SV"", ""HA"", ""YO"", ""UR"", ""HR"", ""MY""]",FALSE
coolwallet,Coolwallet,"[""[Website](https://www.coolwallet.io/)""]",FALSE,"[""Hardware"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",TRUE,Paid,"[""email"",""telegram""]",,"[""EN"",""ZH""]",FALSE
ctrl-wallet,Ctrl Wallet,"[""[Website](https://ctrl.xyz/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"[""ERC-20"", ""ERC-721"", ""ERC-1155"", ""BEP-20""]",TRUE,Paid,"[""chatbot""]","[""audit by third parties""]","[""EN""]",FALSE
cwallet,Cwallet,"[""[Website](https://cwallet.com/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",TRUE,$0 ,"[""email"",""24/7 live chat"",""x"",""discord"",""telegram"",""webform""]","[""audit by third parties""]","[""EN"",""24 Others""]",FALSE
dapp-pocket,Dapp Pocket,"[""[Website](https://www.dapppocket.io/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721""]",TRUE,$0 ,"[""email""]","[""not availale""]","[""EN""]",FALSE
dcent,D'CENT,"[""[Website](https://www.dcentwallet.com/)""]",FALSE,"[""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155""]",TRUE,Paid,"[""email"",""telegram""]",,"[""EN"",""ZH"",""JA""]",FALSE
degen-wallet,Degen Wallet,"[""[Website](https://degenforest.com/)""]",FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"", ""BEP-20""]",FALSE,$0,"[""email""]","[""not availale""]","[""EN""]",FALSE
ecoin-wallet,Ecoin Wallet,"[""[Website](https://ecoinwallet.org/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"", ""BEP-20""]",FALSE,$0,"[""email""]","[""audit by third parties""]","[""EN"",""ES"",""ID"",""JA"",""PT""]",FALSE
exodus,Exodus,"[""[Website](https://www.exodus.com/)""]",TRUE,"[""Desktop"",""iOS"",""Android"",""Web""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"[""ERC-20"", ""BEP-20"",""TRC-20"", ""SPL"",""Algorand Standard Assets (ASA)""]",TRUE,$0,"[""[x](@ExodusAssist)"",""helpdesk"",""email""]",,"[""EN"",""ES""]",FALSE
fearless,Fearless Wallet,"[""[Website](https://fearlesswallet.io/)""]",TRUE,"[""iOS"",""Android"",""Web""]",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"",""DOT"",""KSM""]",TRUE,$0,"[""email"",""Telegram"",""GitHub""]",,"[""Multilingual""]",FALSE
fluvi-wallet,Fluvi Wallet,"[""[Website](https://fluviwallet.xyz/)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"",""TRC-10"",""BRC-20""]",TRUE,$0 ,"[""email""]","[""audit by third parties""]","[""EN""]",FALSE
frontier,Frontier,"[""[Website](https://www.frontier.xyz/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"", ""BEP-20"", ""ERC-721""]",TRUE,$0,"[""x"",""discord"",""telegram""]",,"[""EN"",""FR"",""KO"",""ZH"",""TR"",""TH"",""VI""]",FALSE
fxwallet,FxWallet,"[""[Website](https://www.fxwallet.com/)""]",FALSE,"[""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"[""ERC-20"",""ERC-721""]",FALSE,$0,"[""[email](mailto:support@fxwallet.com)""]",,"[""EN"",""ZH""]",FALSE
gate,Gate,"[""[Website](https://www.gate.com/web3)""]",FALSE,"[""Web"",""iOS"",""Android""]",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721""]",TRUE,$0,"[""email"",""telegram"",""discord""]","[""January 2024 by Hacken""]","[""EN"",""ZH""]",FALSE
gem-wallet,Gem Wallet,"[""[Website](https://gemwallet.com/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20""]",TRUE,$0,"[""chat on website""]","[""open to anyone""]","[""EN""]",FALSE
guarda,Guarda,"[""[Website](https://guarda.com/)""]",TRUE,"[""Desktop"",""iOS"",""Android"",""Web""]",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"[""ERC-20"",""ERC-721"",""BEP-2"",""BEP-20"",""TRC-10"",""TRC-20"",""Algorand Standard Assets (ASA)""]",TRUE,$0,"[""[email](support@guarda.com)"",""telegram"",""x"",""youtube""]",,"[""EN"",""RU""]",FALSE
haha-wallet,Haha Wallet,"[""[Website](https://www.haha.me/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"",""BEP-20""]",TRUE,$0 ,"[""email""]","[""not availale""]","[""EN""]",FALSE
holdstation,Holdstation,"[""[Website](https://holdstation.com)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"[""ERC-20"",""ERC-721"",""ERC-1155"",""BEP-20""]",TRUE,Paid,"[""help center on website"",""x"",""discord""]","[""audit by third parties""]","[""EN""]",FALSE
imtoken,Imtoken,"[""[Website](https://token.im/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"", ""ERC-721"", ""TRC-20"", ""OP_RETURN"", ""EIP 4527""]",TRUE,Paid,"[""email"",""x"",""discord""]","[""audit by third parties""]","[""EN"",""KO"",""ZH"", ""JA""]",FALSE
iron-wallet,Iron Wallet,"[""[Website](https://ironwallet.io/)""]",TRUE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20"", ""TRC-10"", ""BRC-20""]",FALSE,$0,"[""email"",""in-app chat"",""discord"",""x""]","[""audit by third parties""]","[""EN""]",FALSE
kraken-wallet,Kraken Wallet,"[""[Website](https://www.kraken.com/wallet)""]",TRUE,"[""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"[""ERC-20"",""SPL""]",FALSE,$0 ,"[""email""]","[""not availale""]","[""EN"",""FR"",""ES"",""DE"",""ZH"",""NL"",""IT"",""PL"",""PT""]",FALSE
kryptogo-wallet,Kryptogo Wallet,"[""[Website](https://www.kryptogo.com/products/wallet)""]",FALSE,"[""Browser Extension"",""iOS"",""Android""]",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"[""ERC-20"",""BEP-2"",""BEP-20"",""ERC-721"",""SPL"",""TRC-20""]",FALSE,Paid,"[""email"",""telegram"",""discord"",""x""]","[""not availale""]","[""EN""]",FALSE
